,measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
134,36316,18629,length,690.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
135,36317,18629,circumference,63.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
136,36318,18630,length,893.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
137,36319,18630,circumference,287.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
138,36320,18631,length,957.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
139,36321,18631,circumference,251.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
140,36322,18632,length,796.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
141,36323,18632,circumference,94.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
142,36324,18633,length,905.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
143,36325,18633,circumference,298.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
144,36326,18634,length,987.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
145,36327,18634,circumference,268.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
146,36328,18635,length,801.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
147,36329,18635,circumference,101.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
148,36330,18636,length,781.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
149,36331,18636,circumference,241.0,0,neither,femur,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
150,36332,18637,length,821.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
151,36333,18637,circumference,222.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
152,36334,18638,length,792.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
153,36335,18638,circumference,105.0,0,neither,fibula,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
154,36336,18639,length,984.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
155,36337,18639,circumference,264.0,0,neither,tibia,Gorgosaurus libratus,53194,,Gorgosaurus libratus,53194,,,34423,Gorgosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Gorgosaurus,carnivore,both
156,36338,18640,length,854.0,0,neither,femur,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
157,36339,18640,circumference,312.0,0,neither,femur,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
158,36340,18641,length,799.0,0,neither,tibia,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
159,36341,18641,circumference,281.0,0,neither,tibia,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
160,36342,18642,length,724.0,0,neither,fibula,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
161,36343,18642,circumference,95.0,0,neither,fibula,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
162,36344,18643,length,771.0,0,neither,femur,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
163,36345,18643,circumference,281.0,0,neither,femur,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
164,36346,18644,length,767.0,0,neither,tibia,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
165,36347,18644,circumference,261.0,0,neither,tibia,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
166,36348,18645,length,681.0,0,neither,fibula,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
167,36349,18645,circumference,84.0,0,neither,fibula,Tyrannosaurus bataar,63705,recombined as,Tarbosaurus bataar,63705,,,34423,Tarbosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tarbosaurus,carnivore,both
168,36350,18646,length,1289.0,0,neither,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
169,36351,18646,circumference,497.0,0,neither,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
170,36352,18647,length,1173.0,0,neither,tibia,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
171,36353,18647,circumference,435.0,0,neither,tibia,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
172,36354,18648,length,982.0,0,neither,fibula,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
173,36355,18648,circumference,147.0,0,neither,fibula,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,,,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
174,36356,18649,length,1273.0,0,neither,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
175,36357,18649,circumference,540.0,0,neither,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
176,36358,18650,length,1199.0,0,neither,tibia,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
177,36359,18650,circumference,468.0,0,neither,tibia,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
178,36360,18651,length,1163.0,0,neither,fibula,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
179,36361,18651,circumference,154.0,0,neither,fibula,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,72.1,66.0,34423,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
180,36362,18652,length,1006.0,0,neither,femur,Daspletosaurus torosus,57258,,Daspletosaurus torosus,57258,83.6,72.1,34423,Daspletosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Daspletosaurus,carnivore,both
181,36363,18652,circumference,389.0,0,neither,femur,Daspletosaurus torosus,57258,,Daspletosaurus torosus,57258,83.6,72.1,34423,Daspletosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Daspletosaurus,carnivore,both
182,36364,18653,length,1022.0,0,neither,tibia,Daspletosaurus torosus,57258,,Daspletosaurus torosus,57258,83.6,72.1,34423,Daspletosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Daspletosaurus,carnivore,both
183,36365,18653,circumference,347.0,0,neither,tibia,Daspletosaurus torosus,57258,,Daspletosaurus torosus,57258,83.6,72.1,34423,Daspletosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Daspletosaurus,carnivore,both
184,36366,18654,length,123.0,0,holotype,femur,Microvenator celer,65860,,Microvenator celer,65860,109.0,93.5,34423,Microvenator,Saurischia,Avetheropoda,Caenagnathidae,Microvenator,omnivore,both
185,36367,18654,circumference,35.0,0,holotype,femur,Microvenator celer,65860,,Microvenator celer,65860,109.0,93.5,34423,Microvenator,Saurischia,Avetheropoda,Caenagnathidae,Microvenator,omnivore,both
186,36368,18655,length,155.0,0,holotype,tibia,Microvenator celer,65860,,Microvenator celer,65860,109.0,93.5,34423,Microvenator,Saurischia,Avetheropoda,Caenagnathidae,Microvenator,omnivore,both
187,36369,18655,circumference,33.0,0,holotype,tibia,Microvenator celer,65860,,Microvenator celer,65860,109.0,93.5,34423,Microvenator,Saurischia,Avetheropoda,Caenagnathidae,Microvenator,omnivore,both
188,36370,18656,length,303.0,0,neither,femur,Oviraptor philoceratops,55488,,Oviraptor philoceratops,55488,,,34423,Oviraptor,Saurischia,Avetheropoda,Oviraptoridae,Oviraptor,omnivore,both
189,36371,18656,circumference,93.0,0,neither,femur,Oviraptor philoceratops,55488,,Oviraptor philoceratops,55488,,,34423,Oviraptor,Saurischia,Avetheropoda,Oviraptoridae,Oviraptor,omnivore,both
190,36372,18657,length,388.0,0,neither,tibia,Oviraptor philoceratops,55488,,Oviraptor philoceratops,55488,,,34423,Oviraptor,Saurischia,Avetheropoda,Oviraptoridae,Oviraptor,omnivore,both
191,36373,18657,circumference,83.0,0,neither,tibia,Oviraptor philoceratops,55488,,Oviraptor philoceratops,55488,,,34423,Oviraptor,Saurischia,Avetheropoda,Oviraptoridae,Oviraptor,omnivore,both
192,36374,18658,circumference,119.0,0,neither,femur,Deinonychus antirrhopus,54555,,Deinonychus antirrhopus,54555,,,34423,Deinonychus,Saurischia,Avetheropoda,Dromaeosauridae,Deinonychus,carnivore,both
193,36375,18658,length,336.0,0,neither,femur,Deinonychus antirrhopus,54555,,Deinonychus antirrhopus,54555,,,34423,Deinonychus,Saurischia,Avetheropoda,Dromaeosauridae,Deinonychus,carnivore,both
194,36376,18659,length,214.0,0,neither,femur,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
195,36377,18659,circumference,63.0,0,neither,femur,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
196,36378,18660,length,283.0,0,neither,tibia,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
197,36379,18660,circumference,63.0,0,neither,tibia,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
198,36380,18661,length,256.0,0,neither,tibia,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
199,36381,18661,circumference,54.0,0,neither,tibia,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
200,36382,18662,length,225.0,0,neither,fibula,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
201,36383,18662,circumference,13.0,0,neither,fibula,Saurornitholestes langstoni,54556,,Saurornitholestes langstoni,54556,,,34423,Saurornitholestes,Saurischia,Avetheropoda,Dromaeosauridae,Saurornitholestes,carnivore,both
204,36390,18666,width,140.0,0,holotype,femur,Hadrosaurus foulkii,52812,,Hadrosaurus foulkii,52812,83.5,70.6,9209,Hadrosaurus,Ornithischia,,Hadrosauridae,Hadrosaurus,herbivore,both
205,36391,18666,length,1055.0,0,holotype,femur,Hadrosaurus foulkii,52812,,Hadrosaurus foulkii,52812,83.5,70.6,9209,Hadrosaurus,Ornithischia,,Hadrosauridae,Hadrosaurus,herbivore,both
206,36392,18667,width,180.0,12320,holotype,femur,Anatosaurus copei,53383,recombined as,Anatotitan copei,53383,70.6,66.0,9209,Anatotitan,Ornithischia,,Hadrosauridae,Anatotitan,herbivore,both
207,36393,18667,length,1120.0,12320,holotype,femur,Anatosaurus copei,53383,recombined as,Anatotitan copei,53383,70.6,66.0,9209,Anatotitan,Ornithischia,,Hadrosauridae,Anatotitan,herbivore,both
208,31800,18668,width,22.0,0,holotype,humerus,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
209,36394,18668,length,215.0,0,holotype,humerus,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
210,36395,18669,width,47.0,0,holotype,femur,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
211,36396,18669,length,320.0,0,holotype,femur,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
212,36397,18670,width,30.0,0,holotype,tibia,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
213,36398,18670,length,290.0,0,holotype,tibia,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
214,36399,18671,length,270.0,0,holotype,fibula,Thescelosaurus edmontonensis,64745,,Thescelosaurus edmontonensis,64745,70.6,66.0,18598,Thescelosaurus,Ornithischia,,Thescelosauridae,Thescelosaurus,herbivore,both
215,36400,18672,length,1153.0,0,holotype,femur,Acrocanthosaurus atokensis,55482,,Acrocanthosaurus atokensis,55482,125.0,113.0,7059,Acrocanthosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,carnivore,both
216,36401,18673,width,73.0,0,holotype,tibia,Acrocanthosaurus atokensis,55482,,Acrocanthosaurus atokensis,55482,125.0,113.0,7059,Acrocanthosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,carnivore,both
217,36402,18673,length,865.0,0,holotype,tibia,Acrocanthosaurus atokensis,55482,,Acrocanthosaurus atokensis,55482,125.0,113.0,7059,Acrocanthosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,carnivore,both
218,36403,18674,width,40.0,0,holotype,fibula,Acrocanthosaurus atokensis,55482,,Acrocanthosaurus atokensis,55482,125.0,113.0,7059,Acrocanthosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,carnivore,both
219,36404,18674,length,801.0,0,holotype,fibula,Acrocanthosaurus atokensis,55482,,Acrocanthosaurus atokensis,55482,125.0,113.0,7059,Acrocanthosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,carnivore,both
220,36405,18675,length,2060.0,30612,holotype,femur,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
221,36867,18675,circumference,730.0,30612,holotype,femur,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
222,36406,18676,length,1200.0,30612,holotype,tibia,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
223,36407,18677,length,2130.0,30612,holotype,humerus,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
224,36408,18678,length,1260.0,30612,holotype,radius,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
225,36409,18679,length,1300.0,30612,holotype,ulna,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
226,36410,18680,length,1060.0,30612,holotype,pubis,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
227,36411,18681,length,2120.0,30612,holotype,scapula,Brachiosaurus brancai,64501,recombined as,Giraffatitan brancai,64501,155.7,145.0,34472,Giraffatitan,Saurischia,,Brachiosauridae,Giraffatitan,herbivore,both
228,36412,18682,length,2310.0,0,holotype,femur,Antarctosaurus giganteus,66265,nomen dubium,Antarctosaurus,38685,89.3,83.5,34472,Antarctosaurus,Saurischia,,,Antarctosaurus,herbivore,both
229,36900,18682,circumference,800.0,0,holotype,femur,Antarctosaurus giganteus,66265,nomen dubium,Antarctosaurus,38685,89.3,83.5,34472,Antarctosaurus,Saurischia,,,Antarctosaurus,herbivore,both
230,36413,18683,length,1740.0,0,neither,femur,Apatosaurus alenquerensis,65347,recombined as,Lourinhasaurus alenquerensis,65347,,,34472,Lourinhasaurus,Saurischia,,Camarasauridae,Lourinhasaurus,herbivore,both
231,36414,18684,length,1100.0,0,neither,tibia,Apatosaurus alenquerensis,65347,recombined as,Lourinhasaurus alenquerensis,65347,,,34472,Lourinhasaurus,Saurischia,,Camarasauridae,Lourinhasaurus,herbivore,both
